Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"M. Al-kfairy","Unveiling the Metaverse: A survey of user perceptions and the impact of usability, social influence and interoperability",2024,"Heliyon","","https://api.elsevier.com/content/article/eid/1-s2.0-S2405844024074449","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85193470502&origin=inward",19,"2024-06-23 22:39:55","Review","10.1016/j.heliyon.2024.e31413","2405-8440","https://api.elsevier.com/content/abstract/scopus_id/85193470502",10,10,,,0,0.00,0,1,1,"","",""
0,"S.A. Badawi","A novel two-stage method to detect non-technical losses in smart grids",2024,"IET Smart Cities","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85189565524&origin=inward",20,"2024-06-23 22:39:55","Article","10.1049/smc2.12078","2631-7680","https://api.elsevier.com/content/abstract/scopus_id/85189565524",6,2,96,111,0,0.00,0,1,1,"","",""
7,"D.A. Almajali","Antecedents of acceptance model for e-procurement in Jordanian public shareholding firms",2023,"Journal of Consumer Marketing","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85150941549&origin=inward",6,"2024-06-23 22:39:55","Article","10.1108/JCM-12-2021-5075","0736-3761","https://api.elsevier.com/content/abstract/scopus_id/85150941549",40,6,663,684,7,7.00,7,1,1,"","",""
2,"M. Al-Kfairy","A Review of the Factors Influencing Users' Perception of Metaverse Security and Trust",2023,"Proceedings - 2023 10th International Conference on Social Networks Analysis, Management and Security, SNAMS 2023","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85183459304&origin=inward",11,"2024-06-23 22:39:55","Conference Paper","10.1109/SNAMS60348.2023.10375478","","https://api.elsevier.com/content/abstract/scopus_id/85183459304",,,,,2,2.00,2,1,1,"","",""
55,"M. Al-Bashayreh","An Empirical Investigation of Reasons Influencing Student Acceptance and Rejection of Mobile Learning Apps Usage",2022,"Sustainability (Switzerland)","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85128455900&origin=inward",1,"2024-06-23 22:39:55","Article","10.3390/su14074325","2071-1050","https://api.elsevier.com/content/abstract/scopus_id/85128455900",14,7,,,55,27.50,55,1,2,"","",""
15,"M. Al-Bashayreh","Evaluating Electronic Customer Relationship Management System Success: The Mediating Role of Customer Satisfaction",2022,"Sustainability (Switzerland)","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139930363&origin=inward",3,"2024-06-23 22:39:55","Article","10.3390/su141912310","2071-1050","https://api.elsevier.com/content/abstract/scopus_id/85139930363",14,19,,,15,7.50,15,1,2,"","",""
10,"A. Altamimi","Blockchain technology adoption for sustainable learning",2022,"International Journal of Data and Network Science","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85128454171&origin=inward",4,"2024-06-23 22:39:55","Article","10.5267/j.ijdns.2022.1.013","2561-8148","https://api.elsevier.com/content/abstract/scopus_id/85128454171",6,3,983,994,10,5.00,10,1,2,"","",""
4,"S. Faouri","Examining stability of machine learning methods for predicting dementia at early phases of the disease",2022,"Decision Science Letters","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85129758900&origin=inward",7,"2024-06-23 22:39:55","Article","10.5267/dsl.2022.1.005","1929-5804","https://api.elsevier.com/content/abstract/scopus_id/85129758900",11,3,333,346,4,2.00,4,1,2,"","",""
3,"M. Azzeh","Adopting the cybersecurity concepts into curriculum: The potential effects on students' cybersecurity knowledge",2022,"Indonesian Journal of Electrical Engineering and Computer Science","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125402647&origin=inward",9,"2024-06-23 22:39:55","Article","10.11591/ijeecs.v25.i3.pp1749-1758","2502-4752","https://api.elsevier.com/content/abstract/scopus_id/85125402647",25,3,1749,1758,3,1.50,3,1,2,"","",""
2,"A.M. Altamimi","Predicting students' learning styles using regression techniques",2022,"Indonesian Journal of Electrical Engineering and Computer Science","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124675423&origin=inward",12,"2024-06-23 22:39:55","Article","10.11591/ijeecs.v25.i2.pp1177-1185","2502-4752","https://api.elsevier.com/content/abstract/scopus_id/85124675423",25,2,1177,1185,2,1.00,2,1,2,"","",""
17,"A. Al-Husamiyah","A comprehensive acceptance model for smart home services",2021,"International Journal of Data and Network Science","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121031516&origin=inward",2,"2024-06-23 22:39:55","Article","10.5267/J.IJDNS.2021.10.005","2561-8148","https://api.elsevier.com/content/abstract/scopus_id/85121031516",6,1,45,58,17,5.67,17,1,3,"","",""
0,"A.M. Altamimi","Evaluating the reusability of OLAPSec framework: A multilayer security framework for OLAP systems",2017,"WMSCI 2017 - 21st World Multi-Conference on Systemics, Cybernetics and Informatics, Proceedings","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85032638266&origin=inward",21,"2024-06-23 22:39:55","Conference Paper","","","https://api.elsevier.com/content/abstract/scopus_id/85032638266",2,,305,309,0,0.00,0,1,7,"","",""
