Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"D. Saidi","Formulation optimization of lyophilized aptamer-gold nanoparticles: Maintained colloidal stability and cellular uptake",2024,"Heliyon","","https://api.elsevier.com/content/article/eid/1-s2.0-S2405844024067744","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85192566912&origin=inward",18,"2024-06-23 23:06:51","Article","10.1016/j.heliyon.2024.e30743","2405-8440","https://api.elsevier.com/content/abstract/scopus_id/85192566912",10,10,,,0,0.00,0,1,1,"","",""
0,"N. Alsarayreh","Gemcitabine-loaded niosomes: Optimization, characterization, and in vitro efficacy against invasive malignancies",2024,"Journal of Drug Delivery Science and Technology","","https://api.elsevier.com/content/article/eid/1-s2.0-S1773224724002867","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85189524138&origin=inward",19,"2024-06-23 23:06:51","Article","10.1016/j.jddst.2024.105617","1773-2247","https://api.elsevier.com/content/abstract/scopus_id/85189524138",95,,,,0,0.00,0,1,1,"","",""
0,"Z.M. Al Zubaidi","Hyaluronic Acid – Coated Niosomes for Curcumin Targeted Delivery into Breast Cancer Cells",2024,"ChemistrySelect","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85182667065&origin=inward",20,"2024-06-23 23:06:51","Article","10.1002/slct.202304649","2365-6549","https://api.elsevier.com/content/abstract/scopus_id/85182667065",9,3,,,0,0.00,0,1,1,"","",""
0,"H. Faddah","Preparation, Optimization and In vitro Evaluation of Doxorubicin-loaded into Hyaluronic Acid Coated Niosomes Against Breast Cancer",2024,"Chemistry and Biodiversity","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85182434089&origin=inward",21,"2024-06-23 23:06:51","Article","10.1002/cbdv.202301470","1612-1872","https://api.elsevier.com/content/abstract/scopus_id/85182434089",21,2,,,0,0.00,0,1,1,"","",""
4,"D.M. Hijazi","Micafungin effect on Pseudomonas aeruginosa metabolome, virulence and biofilm: potential quorum sensing inhibitor",2023,"AMB Express","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85148749632&origin=inward",13,"2024-06-23 23:06:51","Article","10.1186/s13568-023-01523-0","2191-0855","https://api.elsevier.com/content/abstract/scopus_id/85148749632",13,1,,,4,4.00,4,1,1,"","",""
3,"F. Adaileh","Curcumin-loaded γ -cyclodextrin-grafted hyaluronic acid nanoassimblies: In vitro investigation of anti-proliferative, wound healing, and anti-inflammatory potential",2023,"Journal of Drug Delivery Science and Technology","","https://api.elsevier.com/content/article/eid/1-s2.0-S1773224723007384","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85171647112&origin=inward",14,"2024-06-23 23:06:51","Article","10.1016/j.jddst.2023.104886","1773-2247","https://api.elsevier.com/content/abstract/scopus_id/85171647112",87,,,,3,3.00,3,1,1,"","",""
2,"Z. Lafi","Synergistic combination of doxorubicin with hydralazine, and disulfiram against MCF-7 breast cancer cell line",2023,"PLoS ONE","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85173211663&origin=inward",15,"2024-06-23 23:06:51","Article","10.1371/journal.pone.0291981","1932-6203","https://api.elsevier.com/content/abstract/scopus_id/85173211663",18,9,,,2,2.00,2,1,1,"","",""
0,"N.J. Jaradat","Correction to: Computational workflow for discovering small molecular binders for shallow binding sites by integrating molecular dynamics simulation, pharmacophore modeling, and machine learning: STAT3 as case study (Journal of Computer-Aided Molecular Design, (2023), 37, 12, (659-678), 10.1007/s10822-023-00528-y)",2023,"Journal of Computer-Aided Molecular Design","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85174545308&origin=inward",22,"2024-06-23 23:06:51","Erratum","10.1007/s10822-023-00540-2","0920-654X","https://api.elsevier.com/content/abstract/scopus_id/85174545308",37,12,679,679,0,0.00,0,1,1,"","",""
0,"D. Abuarqoub","Biological Performance of Primary Dental Pulp Stem Cells Treated with Gold Nanoparticles",2023,"Biomedicines","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85172450205&origin=inward",23,"2024-06-23 23:06:51","Article","10.3390/biomedicines11092490","2227-9059","https://api.elsevier.com/content/abstract/scopus_id/85172450205",11,9,,,0,0.00,0,1,1,"","",""
0,"W.A. Safadi","Telmisartan Enhances the Accumulation of Doxorubicin as a Combination Therapy for the Management of Triple Negative Breast Cancer",2023,"Jordan Journal of Biological Sciences","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85171646123&origin=inward",24,"2024-06-23 23:06:51","Article","10.54319/jjbs/160315","1995-6673","https://api.elsevier.com/content/abstract/scopus_id/85171646123",16,3,529,536,0,0.00,0,1,1,"","",""
0,"N.J. Jaradat","Computational workflow for discovering small molecular binders for shallow binding sites by integrating molecular dynamics simulation, pharmacophore modeling, and machine learning: STAT3 as case study",2023,"Journal of Computer-Aided Molecular Design","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85168370631&origin=inward",25,"2024-06-23 23:06:51","Article","10.1007/s10822-023-00528-y","0920-654X","https://api.elsevier.com/content/abstract/scopus_id/85168370631",37,12,659,678,0,0.00,0,1,1,"","",""
10,"I. Shawish","Acetic Acid Mediated for One-Pot Synthesis of Novel Pyrazolyl s-Triazine Derivatives for the Targeted Therapy of Triple-Negative Breast Tumor Cells (MDA-MB-231) via EGFR/PI3K/AKT/mTOR Signaling Cascades",2022,"Pharmaceutics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85137398954&origin=inward",9,"2024-06-23 23:06:51","Article","10.3390/pharmaceutics14081558","1999-4923","https://api.elsevier.com/content/abstract/scopus_id/85137398954",14,8,,,10,5.00,10,1,2,"","",""
2,"N.M. Obeidat","Effects of cyclic acute and chronic hypoxia on the expression levels of metabolism related genes in a pancreatic cancer cell line",2022,"Biomedical Reports","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85137774902&origin=inward",16,"2024-06-23 23:06:51","Article","10.3892/br.2022.1564","2049-9434","https://api.elsevier.com/content/abstract/scopus_id/85137774902",17,4,,,2,1.00,2,1,2,"","",""
2,"F. Odeh","Synthesis of Mono-Amino Substituted γ-CD: Host–Guest Complexation and In Vitro Cytotoxicity Investigation",2022,"Molecules","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85126064812&origin=inward",17,"2024-06-23 23:06:51","Article","10.3390/molecules27051683","1420-3049","https://api.elsevier.com/content/abstract/scopus_id/85126064812",27,5,,,2,1.00,2,1,2,"","",""
30,"S. Sunoqrot","Curcumin-tannic acid-poloxamer nanoassemblies enhance curcumin's uptake and bioactivity against cancer cells in vitro",2021,"International Journal of Pharmaceutics","","https://api.elsevier.com/content/article/eid/1-s2.0-S0378517321010619","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118482571&origin=inward",2,"2024-06-23 23:06:51","Article","10.1016/j.ijpharm.2021.121255","0378-5173","https://api.elsevier.com/content/abstract/scopus_id/85118482571",610,,,,30,10.00,30,1,3,"","",""
