Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"D. Guessoum","Maximum power point tracking using unsupervised learning for photovoltaic power systems",2024,"International Journal of Sustainable Engineering","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85194537357&origin=inward",8,"2024-06-23 22:46:11","Article","10.1080/19397038.2024.2356834","1939-7038","https://api.elsevier.com/content/abstract/scopus_id/85194537357",17,1,38,53,0,0.00,0,1,1,"","",""
0,"H.M. Khan","Hybrid non-technical-loss detection in fog-enabled smart grids",2024,"Sustainable Energy Technologies and Assessments","","https://api.elsevier.com/content/article/eid/1-s2.0-S2213138824001711","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85192111489&origin=inward",9,"2024-06-23 22:46:11","Article","10.1016/j.seta.2024.103775","2213-1388","https://api.elsevier.com/content/abstract/scopus_id/85192111489",65,,,,0,0.00,0,1,1,"","",""
0,"M. Elassy","Intelligent transportation systems for sustainable smart cities",2024,"Transportation Engineering","","https://api.elsevier.com/content/article/eid/1-s2.0-S2666691X24000277","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85190590837&origin=inward",10,"2024-06-23 22:46:11","Review","10.1016/j.treng.2024.100252","2666-691X","https://api.elsevier.com/content/abstract/scopus_id/85190590837",16,,,,0,0.00,0,1,1,"","",""
0,"S.A. Badawi","A novel two-stage method to detect non-technical losses in smart grids",2024,"IET Smart Cities","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85189565524&origin=inward",11,"2024-06-23 22:46:11","Article","10.1049/smc2.12078","2631-7680","https://api.elsevier.com/content/abstract/scopus_id/85189565524",6,2,96,111,0,0.00,0,1,1,"","",""
2,"S.A. Badawi","Enhancing Vessel Segment Extraction in Retinal Fundus Images Using Retinal Image Analysis and Six Sigma Process Capability Index",2023,"Mathematics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85175116692&origin=inward",6,"2024-06-23 22:46:11","Article","10.3390/math11143170","2227-7390","https://api.elsevier.com/content/abstract/scopus_id/85175116692",11,14,,,2,2.00,2,1,1,"","",""
0,"S.A. Badawi","Arteriovenous Length Ratio: A Novel Method for Evaluating Retinal Vasculature Morphology and Its Diagnostic Potential in Eye-Related Diseases",2023,"Journal of Imaging","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85178288457&origin=inward",12,"2024-06-23 22:46:11","Article","10.3390/jimaging9110253","2313-433X","https://api.elsevier.com/content/abstract/scopus_id/85178288457",9,11,,,0,0.00,0,1,1,"","",""
0,"S.A. Badawi","A Comparison of the Tortuosity Phenomenon in Retinal Arteries and Veins Using Digital Image Processing and Statistical Methods",2023,"Mathematics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85176472314&origin=inward",13,"2024-06-23 22:46:11","Article","10.3390/math11183811","2227-7390","https://api.elsevier.com/content/abstract/scopus_id/85176472314",11,18,,,0,0.00,0,1,1,"","",""
19,"S.A. Badawi","Detection and Grading of Hypertensive Retinopathy Using Vessels Tortuosity and Arteriovenous Ratio",2022,"Journal of Digital Imaging","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122861290&origin=inward",2,"2024-06-23 22:46:11","Article","10.1007/s10278-021-00545-z","0897-1889","https://api.elsevier.com/content/abstract/scopus_id/85122861290",35,2,281,301,19,9.50,19,1,2,"","",""
6,"S.A. Badawi","A Novel Time-Series Transformation and Machine-Learning-Based Method for NTL Fraud Detection in Utility Companies",2022,"Mathematics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85131667371&origin=inward",5,"2024-06-23 22:46:11","Article","10.3390/math10111878","2227-7390","https://api.elsevier.com/content/abstract/scopus_id/85131667371",10,11,,,6,3.00,6,1,2,"","",""
2,"S.A.Q. Badawi","Four Severity Levels for Grading the Tortuosity of a Retinal Fundus Image",2022,"Journal of Imaging","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85140615377&origin=inward",7,"2024-06-23 22:46:11","Article","10.3390/jimaging8100258","2313-433X","https://api.elsevier.com/content/abstract/scopus_id/85140615377",8,10,,,2,1.00,2,1,2,"","",""
