Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"A.A.M. Alqudah","Modern Standard Arabic speech disorders corpus for digital speech processing applications",2024,"International Journal of Speech Technology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85187711683&origin=inward",62,"2024-06-23 22:47:31","Article","10.1007/s10772-024-10086-9","1381-2416","https://api.elsevier.com/content/abstract/scopus_id/85187711683",27,1,157,170,0,0.00,0,1,1,"","",""
6,"E. Alhenawi","Parallel Ant Colony Optimization Algorithm for Finding the Shortest Path for Mountain Climbing",2023,"IEEE Access","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85147217384&origin=inward",25,"2024-06-23 22:47:31","Article","10.1109/ACCESS.2022.3233786","2169-3536","https://api.elsevier.com/content/abstract/scopus_id/85147217384",11,,6185,6196,6,6.00,6,1,1,"","",""
2,"Y. Sharrab","Medicinal Plants Recognition Using Deep Learning",2023,"2023 International Conference on Multimedia Computing, Networking and Applications, MCNA 2023","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85167841072&origin=inward",41,"2024-06-23 22:47:31","Conference Paper","10.1109/MCNA59361.2023.10185880","","https://api.elsevier.com/content/abstract/scopus_id/85167841072",,,116,122,2,2.00,2,1,1,"","",""
1,"M.A. Alhlalat","A Robust Ensemble Convolutional Neural Networks for Diagnosing Chest Diseases",2023,"Journal of Computer Science","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85176104115&origin=inward",47,"2024-06-23 22:47:31","Article","10.3844/jcssp.2023.1520.1540","1549-3636","https://api.elsevier.com/content/abstract/scopus_id/85176104115",19,12,1520,1540,1,1.00,1,1,1,"","",""
1,"A.A.M. Alqudah","Arabic Automatic Speech Recognition for Speakers with Speech Disorders: A Comprehensive Review",2023,"2023 International Conference on Information Technology: Cybersecurity Challenges for Sustainable Cities, ICIT 2023 - Proceeding","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85171795234&origin=inward",49,"2024-06-23 22:47:31","Conference Paper","10.1109/ICIT58056.2023.10225965","","https://api.elsevier.com/content/abstract/scopus_id/85171795234",,,667,673,1,1.00,1,1,1,"","",""
1,"A. Salem","Online User Authentication System Using Keystroke Dynamics",2023,"Journal of Computer Security","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85164535652&origin=inward",50,"2024-06-23 22:47:31","Article","10.3233/JCS-210081","0926-227X","https://api.elsevier.com/content/abstract/scopus_id/85164535652",31,3,185,215,1,1.00,1,1,1,"","",""
0,"A. Sharieh","Predicting Patient's Willingness for Colorectal Cancer Screening Practices Using Machine Learning Classifiers",2023,"2023 International Conference on Information Technology: Cybersecurity Challenges for Sustainable Cities, ICIT 2023 - Proceeding","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85171790144&origin=inward",63,"2024-06-23 22:47:31","Conference Paper","10.1109/ICIT58056.2023.10226053","","https://api.elsevier.com/content/abstract/scopus_id/85171790144",,,178,183,0,0.00,0,1,1,"","",""
0,"M. Alhlalat","Lung Disease Detection and Classification Using Single Shot Multi-Box Detector Network: A Comprehensive Study",2023,"Journal of Medicinal and Chemical Sciences","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85167710687&origin=inward",64,"2024-06-23 22:47:31","Review","10.26655/JMCHEMSCI.2023.11.30","2651-4702","https://api.elsevier.com/content/abstract/scopus_id/85167710687",,6,2849,2866,0,0.00,0,1,1,"","",""
77,"R.A. Khurma","A Review of the Modification Strategies of the Nature Inspired Algorithms for Feature Selection Problem",2022,"Mathematics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124743736&origin=inward",3,"2024-06-23 22:47:31","Article","10.3390/math10030464","2227-7390","https://api.elsevier.com/content/abstract/scopus_id/85124743736",10,3,,,77,38.50,77,1,2,"","",""
26,"H. Alazzam","A lightweight intelligent network intrusion detection system using OCSVM and Pigeon inspired optimizer",2022,"Applied Intelligence","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85109598070&origin=inward",11,"2024-06-23 22:47:31","Article","10.1007/s10489-021-02621-x","0924-669X","https://api.elsevier.com/content/abstract/scopus_id/85109598070",52,4,3527,3544,26,13.00,26,1,2,"","",""
