Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"M.M. Khader","NUMERICAL SIMULATION FOR THE FRACTIONAL-ORDER SMOKING MODEL USING A SPECTRAL COLLOCATION METHOD BASED ON THE GEGENBAUER WAVELET POLYNOMIALS",2024,"Journal of Applied Analysis and Computation","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85183674645&origin=inward",131,"2024-06-23 22:42:44","Article","10.11948/20230178","2156-907X","https://api.elsevier.com/content/abstract/scopus_id/85183674645",14,2,847,863,1,1.00,1,1,1,"","",""
0,"A. Alkaoud","A cosmological model formulated in Lyra geometry incorporating Ricci dark energy and a deceleration parameter that varies linearly",2024,"Modern Physics Letters A","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85196050895&origin=inward",146,"2024-06-23 22:42:44","Article","10.1142/S0217732324500615","0217-7323","https://api.elsevier.com/content/abstract/scopus_id/85196050895",,,,,0,0.00,0,1,1,"","",""
0,"A. Alkaoud","Numerical simulation for the slip impacts on the radiative nanofluid flow over a stretched surface with nonuniform heat generation and viscous dissipation",2024,"Open Physics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85195566463&origin=inward",147,"2024-06-23 22:42:44","Article","10.1515/phys-2024-0028","2391-5471","https://api.elsevier.com/content/abstract/scopus_id/85195566463",22,1,,,0,0.00,0,1,1,"","",""
0,"A. Eid","Stability of asymmetric Schwarzschild–Rindler–de Sitter thin shell wormhole",2024,"Scientific Reports","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85195000322&origin=inward",148,"2024-06-23 22:42:44","Article","10.1038/s41598-024-63342-y","2045-2322","https://api.elsevier.com/content/abstract/scopus_id/85195000322",14,1,,,0,0.00,0,1,1,"","",""
0,"M.M. Khader","Numerical analysis of the MHD Williamson nanofluid flow over a nonlinear stretching sheet through a Darcy porous medium: Modeling and simulation",2024,"Open Physics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85192494514&origin=inward",149,"2024-06-23 22:42:44","Article","10.1515/phys-2024-0016","2391-5471","https://api.elsevier.com/content/abstract/scopus_id/85192494514",22,1,,,0,0.00,0,1,1,"","",""
0,"A. Alkaoud","Numerical simulation of the flow of a tangent hyperbolic fluid over a stretching sheet within a porous medium, accounting for slip conditions",2024,"Heliyon","","https://api.elsevier.com/content/article/eid/1-s2.0-S2405844024047145","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85189912339&origin=inward",150,"2024-06-23 22:42:44","Article","10.1016/j.heliyon.2024.e28683","2405-8440","https://api.elsevier.com/content/abstract/scopus_id/85189912339",10,8,,,0,0.00,0,1,1,"","",""
0,"A. Eid","Sixth-kind Chebyshev polynomials technique to numerically treat the dissipative viscoelastic fluid flow in the rheology of Cattaneo-Christov model",2024,"Open Physics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85189468176&origin=inward",151,"2024-06-23 22:42:44","Article","10.1515/phys-2024-0001","2391-5471","https://api.elsevier.com/content/abstract/scopus_id/85189468176",22,1,,,0,0.00,0,1,1,"","",""
0,"M. Adel","ON THE STABILITY ANALYSIS FOR A SEMI-ANALYTICAL SCHEME FOR SOLVING THE FRACTIONAL ORDER BLOOD ETHANOL CONCENTRATION SYSTEM USING LVIM",2024,"Journal of Applied Mathematics and Computational Mechanics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85188993768&origin=inward",152,"2024-06-23 22:42:44","Article","10.17512/jamcm.2024.1.01","2299-9965","https://api.elsevier.com/content/abstract/scopus_id/85188993768",23,1,7,18,0,0.00,0,1,1,"","",""
0,"M.M. Khader","Theoretical treatment and implementation of the SCM included Appell-Changhee polynomials for the fractional delayed carbon absorption-emission model",2024,"Results in Physics","","https://api.elsevier.com/content/article/eid/1-s2.0-S2211379724001414","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85186713458&origin=inward",153,"2024-06-23 22:42:44","Article","10.1016/j.rinp.2024.107459","2211-3797","https://api.elsevier.com/content/abstract/scopus_id/85186713458",58,,,,0,0.00,0,1,1,"","",""
0,"A. Alkaoud","LRS Bianchi type I with anisotropic bulk viscosity matter cosmological typical and quadratic deceleration parameter in f(R,∑,T) gravity",2024,"Indian Journal of Physics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85184482382&origin=inward",154,"2024-06-23 22:42:44","Article","10.1007/s12648-024-03094-7","0973-1458","https://api.elsevier.com/content/abstract/scopus_id/85184482382",98,8,3033,3042,0,0.00,0,1,1,"","",""
0,"W. Alhejili","Studying of the Covid-19 model by using the finite element method: theoretical and numerical simulation",2024,"Soft Computing","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85174534564&origin=inward",158,"2024-06-23 22:42:44","Article","10.1007/s00500-023-09310-6","1432-7643","https://api.elsevier.com/content/abstract/scopus_id/85174534564",28,6,5263,5273,0,0.00,0,1,1,"","",""
