Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"S.S. Ahmad","Centralized smart energy monitoring system for legacy home appliances",2024,"Energy Informatics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85191082898&origin=inward",22,"2024-06-23 22:58:41","Article","10.1186/s42162-024-00334-2","2520-8942","https://api.elsevier.com/content/abstract/scopus_id/85191082898",7,1,,,0,0.00,0,1,1,"","",""
2,"M. Alkayed","Factors Analysis Affecting Academic Achievement of Undergraduate Student: A study on Faculty of Information Technology Students at Applied Science Private University",2023,"2nd International Conference on Business Analytics for Technology and Security, ICBATS 2023","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85160721003&origin=inward",19,"2024-06-23 22:58:41","Conference Paper","10.1109/ICBATS57792.2023.10111100","","https://api.elsevier.com/content/abstract/scopus_id/85160721003",,,,,2,2.00,2,1,1,"","",""
3,"H.A. Alhija","Software Defect Prediction Using Support Vector Machine",2022,"International Journal of Systematic Innovation","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134508295&origin=inward",18,"2024-06-23 22:58:41","Article","10.6977/IJoSI.202206_7(2).0003","2077-7973","https://api.elsevier.com/content/abstract/scopus_id/85134508295",7,2,37,47,3,1.50,3,1,2,"","",""
34,"M. Alkhalili","Investigation of Applying Machine Learning for Watch-List Filtering in Anti-Money Laundering",2021,"IEEE Access","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099724162&origin=inward",2,"2024-06-23 22:58:41","Article","10.1109/ACCESS.2021.3052313","2169-3536","https://api.elsevier.com/content/abstract/scopus_id/85099724162",9,,18481,18496,34,11.33,34,1,3,"","",""
10,"A. Alqwadri","Application of Machine Learning for Online Reputation Systems",2021,"International Journal of Automation and Computing","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102305339&origin=inward",7,"2024-06-23 22:58:41","Article","10.1007/s11633-020-1275-7","1476-8186","https://api.elsevier.com/content/abstract/scopus_id/85102305339",18,3,492,502,10,3.33,10,1,3,"","",""
6,"O. Sami","The Role of Data Pre-processing Techniques in Improving Machine Learning Accuracy for Predicting Coronary Heart Disease",2021,"International Journal of Advanced Computer Science and Applications","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85109164851&origin=inward",11,"2024-06-23 22:58:41","Article","10.14569/IJACSA.2021.0120695","2158-107X","https://api.elsevier.com/content/abstract/scopus_id/85109164851",12,6,816,824,6,2.00,6,1,3,"","",""
5,"A. Shaban","Hybrid user action prediction system for automated home using association rules and ontology",2019,"IET Wireless Sensor Systems","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063729287&origin=inward",12,"2024-06-23 22:58:41","Article","10.1049/iet-wss.2018.5032","2043-6386","https://api.elsevier.com/content/abstract/scopus_id/85063729287",9,2,85,93,5,1.00,5,1,5,"","",""
20,"M.H. Qutqut","Comprehensive survey of the IoT opensource OSs",2018,"IET Wireless Sensor Systems","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056908347&origin=inward",5,"2024-06-23 22:58:41","Review","10.1049/iet-wss.2018.5033","2043-6386","https://api.elsevier.com/content/abstract/scopus_id/85056908347",8,6,323,339,20,3.33,20,1,6,"","",""
16,"G. Murad","Software Testing Techniques in IoT",2018,"2018 8th International Conference on Computer Science and Information Technology, CSIT 2018","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056698944&origin=inward",6,"2024-06-23 22:58:41","Conference Paper","10.1109/CSIT.2018.8486149","","https://api.elsevier.com/content/abstract/scopus_id/85056698944",,,17,21,16,2.67,16,1,6,"","",""
5,"A. Al-Sakran","An Overview of the Internet of Things Closed Source Operating Systems",2018,"2018 14th International Wireless Communications and Mobile Computing Conference, IWCMC 2018","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85053932965&origin=inward",13,"2024-06-23 22:58:41","Conference Paper","10.1109/IWCMC.2018.8450314","","https://api.elsevier.com/content/abstract/scopus_id/85053932965",,,291,297,5,0.83,5,1,6,"","",""
4,"R.A. Watheq","A new steganography technique using JPEG images",2018,"International Journal of Advanced Computer Science and Applications","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058998169&origin=inward",14,"2024-06-23 22:58:41","Article","10.14569/ijacsa.2018.0911107","2158-107X","https://api.elsevier.com/content/abstract/scopus_id/85058998169",9,11,751,760,4,0.67,4,1,6,"","",""
4,"F. Almasalha","Secure transmission of multimedia contents over low-power mobile devices",2018,"Journal of Information Security and Applications","","https://api.elsevier.com/content/article/eid/1-s2.0-S2214212616301119","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045698545&origin=inward",15,"2024-06-23 22:58:41","Article","10.1016/j.jisa.2018.04.004","2214-2134","https://api.elsevier.com/content/abstract/scopus_id/85045698545",40,,183,192,4,0.67,4,1,6,"","",""
31,"M. Azzeh","Pareto efficient multi-objective optimization for local tuning of analogy-based estimation",2016,"Neural Computing and Applications","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84940487623&origin=inward",3,"2024-06-23 22:58:41","Article","10.1007/s00521-015-2004-y","0941-0643","https://api.elsevier.com/content/abstract/scopus_id/84940487623",27,8,2241,2265,31,3.88,31,1,8,"","",""
8,"F. Almasalha","Partial encryption of entropy-coded video compression using coupled chaotic maps",2014,"Entropy","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84908426228&origin=inward",9,"2024-06-23 22:58:41","Article","10.3390/e16105575","1099-4300","https://api.elsevier.com/content/abstract/scopus_id/84908426228",16,10,5575,5600,8,0.80,8,1,10,"","",""
