Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
4,"L. Abualigah","Improved prairie dog optimization algorithm by dwarf mongoose optimization algorithm for optimization problems",2024,"Multimedia Tools and Applications","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85171853866&origin=inward",25,"2024-06-23 23:01:31","Article","10.1007/s11042-023-16890-w","1380-7501","https://api.elsevier.com/content/abstract/scopus_id/85171853866",83,11,32613,32653,4,4.00,4,1,1,"","",""
1,"O.A. Khashan","Innovative Energy-Efficient Proxy Re-Encryption for Secure Data Exchange in Wireless Sensor Networks",2024,"IEEE Access","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85184325813&origin=inward",33,"2024-06-23 23:01:31","Article","10.1109/ACCESS.2024.3360488","2169-3536","https://api.elsevier.com/content/abstract/scopus_id/85184325813",12,,23290,23304,1,1.00,1,1,1,"","",""
0,"M. Singh","Advanced Finishing Processes for Cylindrical Surface Finishing: A Review",2024,"Modern Hybrid Machining and Super Finishing Processes: Technology and Applications","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85192618327&origin=inward",37,"2024-06-23 23:01:31","Book Chapter","10.1201/9781003327905-9","","https://api.elsevier.com/content/abstract/scopus_id/85192618327",,,161,179,0,0.00,0,1,1,"","",""
0,"N.A. Karim","Performance comparison of hyper-v and kvm for cryptographic tasks in cloud computing",2024,"Computers, Materials and Continua","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85189426696&origin=inward",38,"2024-06-23 23:01:31","Article","10.32604/cmc.2023.044304","1546-2218","https://api.elsevier.com/content/abstract/scopus_id/85189426696",78,2,2023,2045,0,0.00,0,1,1,"","",""
0,"W. Alomoush","Joint opposite selection enhanced Mountain Gazelle Optimizer for brain stroke classification",2024,"Evolutionary Intelligence","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85187673995&origin=inward",39,"2024-06-23 23:01:31","Article","10.1007/s12065-024-00917-8","1864-5909","https://api.elsevier.com/content/abstract/scopus_id/85187673995",,,,,0,0.00,0,1,1,"","",""
0,"A.A.M. AlSokkar","An Indexed Approach for Expectation-Confirmation Theory: A Trust-based model",2024,"Electronic Markets","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85187119326&origin=inward",40,"2024-06-23 23:01:31","Article","10.1007/s12525-024-00694-3","1019-6781","https://api.elsevier.com/content/abstract/scopus_id/85187119326",34,1,,,0,0.00,0,1,1,"","",""
0,"N.A. Karim","Online Banking User Authentication Methods: A Systematic Literature Review",2024,"IEEE Access","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85181570941&origin=inward",41,"2024-06-23 23:01:31","Article","10.1109/ACCESS.2023.3346045","2169-3536","https://api.elsevier.com/content/abstract/scopus_id/85181570941",12,,741,757,0,0.00,0,1,1,"","",""
0,"M. Otair","Adapted arithmetic optimization algorithm for multi-level thresholding image segmentation: a case study of chest x-ray images",2024,"Multimedia Tools and Applications","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85173835705&origin=inward",42,"2024-06-23 23:01:31","Article","10.1007/s11042-023-17221-9","1380-7501","https://api.elsevier.com/content/abstract/scopus_id/85173835705",83,14,41051,41081,0,0.00,0,1,1,"","",""
0,"M.S. Daoud","Erratum to: Recent Advances of Chimp Optimization Algorithm: Variants and Applications (Journal of Bionic Engineering, (2023), 20, 6, (2840-2862), 10.1007/s42235-023-00414-1)",2024,"Journal of Bionic Engineering","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85168364921&origin=inward",43,"2024-06-23 23:01:31","Erratum","10.1007/s42235-023-00427-w","1672-6529","https://api.elsevier.com/content/abstract/scopus_id/85168364921",21,3,1618,1618,0,0.00,0,1,1,"","",""
25,"L. Abualigah","Improved Reptile Search Algorithm by Salp Swarm Algorithm for Medical Image Segmentation",2023,"Journal of Bionic Engineering","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85147521471&origin=inward",11,"2024-06-23 23:01:31","Article","10.1007/s42235-023-00332-2","1672-6529","https://api.elsevier.com/content/abstract/scopus_id/85147521471",20,4,1766,1790,25,25.00,25,1,1,"","",""
8,"M. Hijjawi","Accelerated Arithmetic Optimization Algorithm by Cuckoo Search for Solving Engineering Design Problems",2023,"Processes","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85160938621&origin=inward",16,"2024-06-23 23:01:31","Article","10.3390/pr11051380","2227-9717","https://api.elsevier.com/content/abstract/scopus_id/85160938621",11,5,,,8,8.00,8,1,1,"","",""
8,"I. Mashal","The determinants of reliable smart grid from experts’ perspective",2023,"Energy Informatics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85152522486&origin=inward",17,"2024-06-23 23:01:31","Article","10.1186/s42162-023-00266-3","2520-8942","https://api.elsevier.com/content/abstract/scopus_id/85152522486",6,1,,,8,8.00,8,1,1,"","",""
6,"O.A. Khashan","Dynamic Multimedia Encryption Using a Parallel File System Based on Multi-Core Processors",2023,"Cryptography","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85151094552&origin=inward",20,"2024-06-23 23:01:31","Article","10.3390/cryptography7010012","2410-387X","https://api.elsevier.com/content/abstract/scopus_id/85151094552",7,1,,,6,6.00,6,1,1,"","",""
5,"A. Alsokkar","The effect of multimodality on customers' decision-making and experiencing: A comparative study",2023,"International Journal of Data and Network Science","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85144505230&origin=inward",22,"2024-06-23 23:01:31","Article","10.5267/j.ijdns.2022.12.012","2561-8148","https://api.elsevier.com/content/abstract/scopus_id/85144505230",7,1,1,14,5,5.00,5,1,1,"","",""
5,"L.Z. Pen","Artocarpus Classification Technique Using Deep Learning Based Convolutional Neural Network",2023,"Studies in Computational Intelligence","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85142620861&origin=inward",23,"2024-06-23 23:01:31","Book Chapter","10.1007/978-3-031-17576-3_1","1860-949X","https://api.elsevier.com/content/abstract/scopus_id/85142620861",1071,,1,21,5,5.00,5,1,1,"","",""
4,"R. Masa’deh","Antecedents of Intention to Use E-Auction: An Empirical Study",2023,"Sustainability (Switzerland)","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85152375918&origin=inward",26,"2024-06-23 23:01:31","Article","10.3390/su15064871","2071-1050","https://api.elsevier.com/content/abstract/scopus_id/85152375918",15,6,,,4,4.00,4,1,1,"","",""
4,"M. Alshinwan","Integrated cloud computing and blockchain systems: A review",2023,"International Journal of Data and Network Science","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85151945745&origin=inward",27,"2024-06-23 23:01:31","Article","10.5267/j.ijdns.2022.12.016","2561-8148","https://api.elsevier.com/content/abstract/scopus_id/85151945745",7,2,941,956,4,4.00,4,1,1,"","",""
3,"M. Hijjawi","Improved flat mobile core network architecture for 5G mobile communication systems",2023,"International Journal of Data and Network Science","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85162811902&origin=inward",29,"2024-06-23 23:01:31","Article","10.5267/j.ijdns.2023.3.021","2561-8148","https://api.elsevier.com/content/abstract/scopus_id/85162811902",7,3,1421,1434,3,3.00,3,1,1,"","",""
